docId,filename,0 règne serait cabinet,1 déjà toute conseil,2 attendez oubliez épousez,3 exprès nation affaire,4 mieux prenez monsieur,5 dernière disais jamais,6 de à ne,7 corps kiril виконт,8 sacrifices descendre serai,9 général venez vienne
66,Война и мир. 10_60.txt,0.03353175510430005,0.03975002997041139,0.025129146458802147,0.022704397473067853,0.0585118662922624,0.031440636742574336,0.6153571650381565,0.039399020002757544,0.04141635507299223,0.0927596278446755
67,Война и мир. 10_61.txt,0.03636609945302187,0.029022125902762964,0.027253242081955946,0.024623535927609155,0.07754557032476514,0.03409822477500343,0.6110201180949189,0.042729307646295574,0.044917162340033796,0.07242461345363328
68,Война и мир. 10_62.txt,0.034891461223815576,0.04136188592109388,0.02614812843907593,0.023625056355611233,0.06088451104093113,0.03271554842099289,0.6132765747697209,0.040996642567816606,0.043095780181090844,0.0830044110798511
69,Война и мир. 10_63.txt,0.04713388294738957,0.027112350683675554,0.03862068906206033,0.023003206015237726,0.05928193057109512,0.031854421377955446,0.5971341266407846,0.03991754350658145,0.04196142836533706,0.09398042082988314
70,Война и мир. 10_64.txt,0.04214224369531446,0.0242410601082795,0.03453062613048416,0.020567087900432796,0.08830491050765468,0.02848092931323793,0.5809637675831857,0.0827583245111002,0.03751756972684237,0.06049348052346818
71,Война и мир. 10_65.txt,0.049753047003378965,0.02861894615053588,0.02687463593067667,0.024281462051025805,0.07646829556086268,0.033624527091304104,0.6025317344167328,0.04213570565699306,0.04429316634319766,0.07141847979529235
72,Война и мир. 10_66.txt,0.03636609945302187,0.029022125902762964,0.027253242081955946,0.024623535927609155,0.06345770873453209,0.03409822477500343,0.6251079796851519,0.042729307646295574,0.044917162340033796,0.07242461345363328
73,Война и мир. 10_7.txt,0.050913766751791635,0.04512047890969708,0.03261189758430157,0.03053745592298576,0.05005856434300225,0.026898358180915637,0.6042479321385786,0.0559333786023149,0.03543286869228054,0.06824529887413201
74,Война и мир. 10_8.txt,0.03980056805720609,0.022894081520525997,0.03261189758430157,0.03053745592298576,0.05005856434300225,0.03801155687550118,0.5597951373602364,0.0559333786023149,0.06877246477603717,0.10158489495788862
75,Война и мир. 10_9.txt,0.05874835206560619,0.026417011492068012,0.024806908070321657,0.022413252349410887,0.05776155153199325,0.03103746426979109,0.5946429680583392,0.05171708708372937,0.06653184550479925,0.06592355957394112
76,Война и мир. 11_0.txt,0.03586089611209298,0.02861894615053588,0.02687463593067667,0.024281462051025805,0.07646829556086268,0.033624527091304104,0.6164238853080188,0.04213570565699306,0.04429316634319766,0.07141847979529235
77,Война и мир. 11_1.txt,0.04652162016797589,0.02676016490673555,0.025129146458802147,0.022704397473067853,0.0585118662922624,0.031440636742574336,0.6023672999744807,0.039399020002757544,0.06739608520034392,0.07976976278099966
78,Война и мир. 11_10.txt,0.03536953716484402,0.028226814977685463,0.02650640495347743,0.02394876223243331,0.06171873863957587,0.03316381043264381,0.63538137318085,0.04155837050316709,0.04368627008726786,0.07043991782805523
79,Война и мир. 11_100.txt,0.03353175510430005,0.02676016490673555,0.051108876586153824,0.022704397473067853,0.07150173135593824,0.031440636742574336,0.5893774349108049,0.039399020002757544,0.04141635507299223,0.0927596278446755
80,Война и мир. 11_101.txt,0.034891461223815576,0.027845284366476174,0.02614812843907593,0.023625056355611233,0.06088451104093113,0.03271554842099289,0.6132765747697209,0.054513244122434315,0.05661238173570856,0.06948780952523338
81,Война и мир. 11_102.txt,0.04024785041590803,0.02315136726499319,0.03297839301854479,0.019642548775813926,0.050621126985334115,0.027200644346155215,0.5998004348536202,0.056561962934966965,0.035831066453214,0.11396460495144957
82,Война и мир. 11_103.txt,0.03353175510430005,0.02676016490673555,0.025129146458802147,0.035694262536743696,0.08449159641961408,0.031440636742574336,0.6153571650381565,0.039399020002757544,0.04141635507299223,0.06677989771732382
83,Война и мир. 11_104.txt,0.05520857369566369,0.024825301042492868,0.05946415365704543,0.033113428712145204,0.054281231088299124,0.02916735658477247,0.5829150992080794,0.04860096518790188,0.0384217917323453,0.07400209909125466
84,Война и мир. 11_105.txt,0.033973060576995305,0.027112350683675554,0.025459866691666062,0.023003206015237726,0.05928193057109512,0.031854421377955446,0.6102949490111789,0.053078365876975724,0.04196142836533706,0.09398042082988314
85,Война и мир. 11_106.txt,0.033973060576995305,0.027112350683675554,0.025459866691666062,0.023003206015237726,0.05928193057109512,0.031854421377955446,0.6366165937519673,0.03991754350658145,0.04196142836533706,0.08081959845948888
86,Война и мир. 11_107.txt,0.048408062778433285,0.04136188592109388,0.02614812843907593,0.023625056355611233,0.06088451104093113,0.03271554842099289,0.6132765747697209,0.040996642567816606,0.043095780181090844,0.06948780952523338
87,Война и мир. 11_108.txt,0.049753047003378965,0.04251109704182187,0.02687463593067667,0.024281462051025805,0.07646829556086268,0.033624527091304104,0.5886395835254469,0.04213570565699306,0.04429316634319766,0.07141847979529235
88,Война и мир. 11_109.txt,0.10647976022471933,0.04512047890969708,0.03261189758430157,0.019424257228400216,0.06117176303758779,0.03801155687550118,0.5375687399710654,0.04482017990772936,0.03543286869228054,0.07935849756871755
89,Война и мир. 11_11.txt,0.03636609945302187,0.029022125902762964,0.027253242081955946,0.024623535927609155,0.06345770873453209,0.03409822477500343,0.6110201180949189,0.05681716923652864,0.044917162340033796,0.07242461345363328
90,Война и мир. 11_110.txt,0.033973060576995305,0.027112350683675554,0.03862068906206033,0.023003206015237726,0.07244275294148939,0.04501524374834972,0.5839733042703903,0.053078365876975724,0.04196142836533706,0.08081959845948888
91,Война и мир. 11_111.txt,0.03636609945302187,0.029022125902762964,0.027253242081955946,0.024623535927609155,0.06345770873453209,0.03409822477500343,0.6110201180949189,0.042729307646295574,0.044917162340033796,0.08651247504386635
92,Война и мир. 11_112.txt,0.050453961043254926,0.029022125902762964,0.027253242081955946,0.024623535927609155,0.06345770873453209,0.03409822477500343,0.6110201180949189,0.042729307646295574,0.044917162340033796,0.07242461345363328
93,Война и мир. 11_113.txt,0.03536953716484402,0.028226814977685463,0.02650640495347743,0.02394876223243331,0.06171873863957587,0.03316381043264381,0.6216795698094817,0.0552601738745353,0.04368627008726786,0.07043991782805523
94,Война и мир. 11_114.txt,0.03636609945302187,0.029022125902762964,0.027253242081955946,0.024623535927609155,0.06345770873453209,0.03409822477500343,0.6110201180949189,0.042729307646295574,0.05900502393026686,0.07242461345363328
95,Война и мир. 11_115.txt,0.034426136848963396,0.027473930198839088,0.02579940811918395,0.0233099845817751,0.06007253452734894,0.045615582324646485,0.6184340496869118,0.040449897421445766,0.04252104022271257,0.08189743606817282
96,Война и мир. 11_116.txt,0.03636609945302187,0.029022125902762964,0.027253242081955946,0.024623535927609155,0.06345770873453209,0.03409822477500343,0.6110201180949189,0.05681716923652864,0.044917162340033796,0.07242461345363328
97,Война и мир. 11_117.txt,0.03636609945302187,0.029022125902762964,0.027253242081955946,0.024623535927609155,0.06345770873453209,0.03409822477500343,0.6251079796851519,0.042729307646295574,0.044917162340033796,0.07242461345363328
98,Война и мир. 11_118.txt,0.034426136848963396,0.027473930198839088,0.02579940811918395,0.0233099845817751,0.06007253452734894,0.045615582324646485,0.6317703892534121,0.040449897421445766,0.04252104022271257,0.06856109650167258
99,Война и мир. 11_119.txt,0.03536953716484402,0.028226814977685463,0.02650640495347743,0.02394876223243331,0.06171873863957587,0.03316381043264381,0.63538137318085,0.04155837050316709,0.04368627008726786,0.07043991782805523
100,Война и мир. 11_12.txt,0.03636609945302187,0.04310998749299602,0.027253242081955946,0.024623535927609155,0.06345770873453209,0.03409822477500343,0.5969322565046857,0.042729307646295574,0.044917162340033796,0.08651247504386635
101,Война и мир. 11_120.txt,0.033973060576995305,0.027112350683675554,0.025459866691666062,0.023003206015237726,0.05928193057109512,0.031854421377955446,0.6366165937519673,0.03991754350658145,0.055122250735731335,0.06765877608909461
102,Война и мир. 11_121.txt,0.03536953716484402,0.028226814977685463,0.02650640495347743,0.02394876223243331,0.06171873863957587,0.03316381043264381,0.6216795698094817,0.04155837050316709,0.05738807345863607,0.07043991782805523
103,Война и мир. 11_122.txt,0.034426136848963396,0.027473930198839088,0.02579940811918395,0.0233099845817751,0.06007253452734894,0.03227924275814625,0.6451067288199124,0.040449897421445766,0.04252104022271257,0.06856109650167258
104,Война и мир. 11_123.txt,0.03636609945302187,0.029022125902762964,0.027253242081955946,0.024623535927609155,0.06345770873453209,0.03409822477500343,0.6251079796851519,0.042729307646295574,0.044917162340033796,0.07242461345363328
105,Война и мир. 11_124.txt,0.050453961043254926,0.029022125902762964,0.027253242081955946,0.024623535927609155,0.07754557032476514,0.03409822477500343,0.5969322565046857,0.042729307646295574,0.044917162340033796,0.07242461345363328
106,Война и мир. 11_125.txt,0.034426136848963396,0.04081026976533932,0.02579940811918395,0.0233099845817751,0.06007253452734894,0.03227924275814625,0.6317703892534121,0.040449897421445766,0.04252104022271257,0.06856109650167258
107,Война и мир. 11_126.txt,0.03268266820450523,0.026082547365154956,0.024492829361924085,0.03479041689479877,0.06969117347675373,0.03064450087982899,0.5871142307067906,0.0510623002853385,0.04036761532106618,0.10307171750383896
108,Война и мир. 11_127.txt,0.03636609945302187,0.029022125902762964,0.027253242081955946,0.024623535927609155,0.06345770873453209,0.03409822477500343,0.6251079796851519,0.042729307646295574,0.044917162340033796,0.07242461345363328
109,Война и мир. 11_128.txt,0.03536953716484402,0.028226814977685463,0.02650640495347743,0.02394876223243331,0.06171873863957587,0.03316381043264381,0.6079777664381135,0.04155837050316709,0.04368627008726786,0.09784352457079164
110,Война и мир. 11_129.txt,0.047762476415463634,0.027473930198839088,0.02579940811918395,0.0233099845817751,0.08674521366034942,0.03227924275814625,0.5917613705539114,0.05378623698794601,0.04252104022271257,0.06856109650167258
111,Война и мир. 11_13.txt,0.03586089611209298,0.02861894615053588,0.02687463593067667,0.024281462051025805,0.0625761446695767,0.033624527091304104,0.6303160361993048,0.04213570565699306,0.04429316634319766,0.07141847979529235
112,Война и мир. 11_130.txt,0.03636609945302187,0.029022125902762964,0.027253242081955946,0.024623535927609155,0.06345770873453209,0.03409822477500343,0.6110201180949189,0.042729307646295574,0.044917162340033796,0.08651247504386635
113,Война и мир. 11_131.txt,0.03586089611209298,0.02861894615053588,0.02687463593067667,0.024281462051025805,0.0625761446695767,0.033624527091304104,0.6303160361993048,0.04213570565699306,0.04429316634319766,0.07141847979529235
114,Война и мир. 11_132.txt,0.04024785041590803,0.02315136726499319,0.021740303198845335,0.030880638595513387,0.061859216805033576,0.027200644346155215,0.6335147043127185,0.056561962934966965,0.04706915627291347,0.05777415585295228
115,Война и мир. 11_133.txt,0.03353175510430005,0.02676016490673555,0.025129146458802147,0.022704397473067853,0.08449159641961408,0.031440636742574336,0.6023672999744807,0.05238888506643339,0.04141635507299223,0.07976976278099966
116,Война и мир. 11_134.txt,0.03536953716484402,0.028226814977685463,0.02650640495347743,0.02394876223243331,0.06171873863957587,0.06056741717538023,0.5942759630667453,0.04155837050316709,0.05738807345863607,0.07043991782805523
117,Война и мир. 11_135.txt,0.03636609945302187,0.04310998749299602,0.027253242081955946,0.038711397517842215,0.06345770873453209,0.03409822477500343,0.5969322565046857,0.042729307646295574,0.044917162340033796,0.07242461345363328
118,Война и мир. 11_136.txt,0.03636609945302187,0.029022125902762964,0.027253242081955946,0.024623535927609155,0.07754557032476514,0.03409822477500343,0.6110201180949189,0.042729307646295574,0.044917162340033796,0.07242461345363328
119,Война и мир. 11_137.txt,0.03636609945302187,0.029022125902762964,0.027253242081955946,0.024623535927609155,0.06345770873453209,0.03409822477500343,0.5969322565046857,0.042729307646295574,0.07309288552049992,0.07242461345363328
120,Война и мир. 11_138.txt,0.03636609945302187,0.029022125902762964,0.027253242081955946,0.024623535927609155,0.06345770873453209,0.03409822477500343,0.6251079796851519,0.042729307646295574,0.044917162340033796,0.07242461345363328
121,Война и мир. 11_139.txt,0.050453961043254926,0.029022125902762964,0.027253242081955946,0.024623535927609155,0.06345770873453209,0.03409822477500343,0.6110201180949189,0.042729307646295574,0.044917162340033796,0.07242461345363328
122,Война и мир. 11_14.txt,0.033101767609681136,0.026417011492068012,0.03763020029828418,0.022413252349410887,0.07058484375995577,0.03103746426979109,0.6331128447422267,0.03889379485576684,0.040885261048874195,0.06592355957394112
123,Война и мир. 11_140.txt,0.03536953716484402,0.028226814977685463,0.02650640495347743,0.03765056560380152,0.06171873863957587,0.03316381043264381,0.6079777664381135,0.04155837050316709,0.04368627008726786,0.08414172119942342
124,Война и мир. 11_141.txt,0.03586089611209298,0.02861894615053588,0.02687463593067667,0.024281462051025805,0.0625761446695767,0.033624527091304104,0.6303160361993048,0.04213570565699306,0.04429316634319766,0.07141847979529235
125,Война и мир. 11_142.txt,0.03586089611209298,0.02861894615053588,0.02687463593067667,0.024281462051025805,0.0625761446695767,0.033624527091304104,0.6303160361993048,0.04213570565699306,0.04429316634319766,0.07141847979529235
126,Война и мир. 11_143.txt,0.03636609945302187,0.029022125902762964,0.027253242081955946,0.024623535927609155,0.07754557032476514,0.03409822477500343,0.6110201180949189,0.042729307646295574,0.044917162340033796,0.07242461345363328
