docId,filename,toptopics...
0,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Анна%20Каренина.%2019_0.txt,6,0.5969322565046857,4,0.0916334319149982,9,0.07242461345363328,8,0.044917162340033796,7,0.042729307646295574,0,0.03636609945302187,5,0.03409822477500343,1,0.029022125902762964,2,0.027253242081955946,3,0.024623535927609155
1,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Анна%20Каренина.%2019_1.txt,6,0.6267931763243385,9,0.06948780952523338,4,0.06088451104093113,8,0.05661238173570856,7,0.040996642567816606,0,0.034891461223815576,5,0.03271554842099289,1,0.027845284366476174,2,0.02614812843907593,3,0.023625056355611233
2,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Анна%20Каренина.%2019_2.txt,6,0.6132765747697209,4,0.07440111259554884,9,0.06948780952523338,0,0.048408062778433285,8,0.043095780181090844,7,0.040996642567816606,5,0.03271554842099289,1,0.027845284366476174,2,0.02614812843907593,3,0.023625056355611233
3,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Анна%20Каренина.%2019_3.txt,6,0.6164238853080188,9,0.08531063068657833,4,0.0625761446695767,8,0.04429316634319766,7,0.04213570565699306,0,0.03586089611209298,5,0.033624527091304104,1,0.02861894615053588,2,0.02687463593067667,3,0.024281462051025805
4,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Анна%20Каренина.%2019_4.txt,6,0.5971341266407846,4,0.07244275294148939,9,0.06765877608909461,2,0.0517815114324546,5,0.04501524374834972,8,0.04196142836533706,7,0.03991754350658145,0,0.033973060576995305,1,0.027112350683675554,3,0.023003206015237726
5,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Анна%20Каренина.%2019_5.txt,6,0.6377579800216565,9,0.07774984284640603,4,0.06969117347675373,8,0.04036761532106618,7,0.038401362956622026,0,0.03268266820450523,5,0.03064450087982899,1,0.026082547365154956,2,0.024492829361924085,3,0.02212947956608229
6,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Анна%20Каренина.%2019_6.txt,6,0.5942759630667453,9,0.07043991782805523,4,0.06171873863957587,8,0.05738807345863607,0,0.049071340536212225,1,0.04192861834905367,7,0.04155837050316709,5,0.03316381043264381,2,0.02650640495347743,3,0.02394876223243331
7,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Анна%20Каренина.%2019_7.txt,6,0.5744532933780742,9,0.10307171750383896,4,0.0823521108054702,0,0.0453436055332217,5,0.04330543820854546,8,0.04036761532106618,7,0.038401362956622026,1,0.026082547365154956,2,0.024492829361924085,3,0.02212947956608229
8,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Анна%20Каренина.%2019_8.txt,6,0.6251079796851519,9,0.07242461345363328,4,0.06345770873453209,8,0.044917162340033796,7,0.042729307646295574,0,0.03636609945302187,5,0.03409822477500343,1,0.029022125902762964,2,0.027253242081955946,3,0.024623535927609155
9,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2010_0.txt,6,0.5969322565046857,9,0.07242461345363328,0,0.06454182263348798,4,0.06345770873453209,8,0.044917162340033796,7,0.042729307646295574,5,0.03409822477500343,1,0.029022125902762964,2,0.027253242081955946,3,0.024623535927609155
10,file:/C:/Users/User/Женя/GitHub/Программирование/Franzuz/french_corpus/Война%20и%20мир.%2010_1.txt,6,0.6110201180949189,4,0.07754557032476514,9,0.07242461345363328,8,0.044917162340033796,7,0.042729307646295574,0,0.03636609945302187,5,0.03409822477500343,1,0.029022125902762964,2,0.027253242081955946,3,0.024623535927609155
